"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Sridhara S.; Hou B.; Denero J.; Lu J.","Sridhara, Sumukh (57189385300); Hou, Brian (57210647455); Denero, John (23008419000); Lu, Jeffrey (57189389570)","57189385300; 57210647455; 23008419000; 57189389570","Fuzz testing projects in massive courses","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","361","367","6","13","10.1145/2876034.2876050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970005819&doi=10.1145%2f2876034.2876050&partnerID=40&md5=af20820429dd29937939739be886b698","Conference paper","Final","","Scopus","2-s2.0-84970005819"
"Dasgupta S.; Hill B.M.","Dasgupta, Sayamindu (39061169700); Hill, Benjamin Mako (35772345700)","39061169700; 35772345700","Learning to code in localized programming languages","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","33","39","6","26","10.1145/3051457.3051464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018416272&doi=10.1145%2f3051457.3051464&partnerID=40&md5=b0e42e89532e1674b1859c7994c6afa3","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85018416272"
"Türkay S.; Seaton D.; Eidelman H.; Lopez G.; Rosen Y.; Whitehill J.","Türkay, Selen (36544543100); Seaton, Daniel (15042760500); Eidelman, Hadas (57194028723); Lopez, Glenn (57189381406); Rosen, Yigal (18042058000); Whitehill, Jacob (24826006100)","36544543100; 15042760500; 57194028723; 57189381406; 18042058000; 24826006100","Getting to know english language learners in MOOCs: Their motivations, behaviors and outcomes","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","209","212","3","7","10.1145/3051457.3053987","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018399726&doi=10.1145%2f3051457.3053987&partnerID=40&md5=198f0201beced6ebfe9b5c1c9489dfda","Conference paper","Final","","Scopus","2-s2.0-85018399726"
"Joyner D.A.","Joyner, David A. (35183234600)","35183234600","Congruency, adaptivity, modularity, and personalization: Four experiments in teaching introduction to computing","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","307","310","3","5","10.1145/3051457.3054011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018397457&doi=10.1145%2f3051457.3054011&partnerID=40&md5=34fbfcc4930f892a5487d9082043910d","Conference paper","Final","","Scopus","2-s2.0-85018397457"
"Lu X.; Xiong X.; Heffernan N.T.","Lu, Xiwen (57194029790); Xiong, Xiaolu (57199839343); Heffernan, Neil T. (14041775100)","57194029790; 57199839343; 14041775100","Experimenting choices of video and text feedback in authentic foreign language assignments at scale","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","335","338","3","1","10.1145/3051457.3054018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018390383&doi=10.1145%2f3051457.3054018&partnerID=40&md5=248c07e2adc182b9ff593637e624d7ef","Conference paper","Final","","Scopus","2-s2.0-85018390383"
"Ostrow K.S.; Heffernan N.T.","Ostrow, Korinn S. (56505202800); Heffernan, Neil T. (14041775100)","56505202800; 14041775100","Studying learning at scale with the ASSISTments TestBed","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","333","334","1","4","10.1145/2876034.2893404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969962268&doi=10.1145%2f2876034.2893404&partnerID=40&md5=6dfd761877fd14edf5cf70dff5104b2a","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84969962268"
"West M.; Zilles C.","West, Matthew (36867775200); Zilles, Craig (6602243123)","36867775200; 6602243123","Modeling student scheduling preferences in a computer-based testing facility","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","309","312","3","6","10.1145/2876034.2893441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970006713&doi=10.1145%2f2876034.2893441&partnerID=40&md5=f53099971c2ec10589313c361367fa69","Conference paper","Final","","Scopus","2-s2.0-84970006713"
"Rapp C.; Kruse O.","Rapp, Christian (36492194200); Kruse, Otto (14011971800)","36492194200; 14011971800","Thesis writer (TW) - Tapping scale effects in academic writing instruction","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","325","326","1","1","10.1145/2876034.2893400","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970005747&doi=10.1145%2f2876034.2893400&partnerID=40&md5=c703c5975e97b67930acf45e89882897","Conference paper","Final","","Scopus","2-s2.0-84970005747"
"Antonova R.; Runde J.; Lee M.H.; Brunskill E.","Antonova, Rika (57189377879); Runde, Joe (56597873400); Lee, Min Hyung (56597067400); Brunskill, Emma (15762040900)","57189377879; 56597873400; 56597067400; 15762040900","Automatically learning to teach to the learning objectives","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","317","320","3","3","10.1145/2876034.2893443","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969963079&doi=10.1145%2f2876034.2893443&partnerID=40&md5=771c1e9a29b3dd4fdd1c203bec344c4b","Conference paper","Final","","Scopus","2-s2.0-84969963079"
"Stephens-Martinez K.; DeNero J.; Ju A.; Fox A.; Schoen C.","Stephens-Martinez, Kristin (56144855700); DeNero, John (23008419000); Ju, An (57189384059); Fox, Armando (35571093800); Schoen, Colin (57189379515)","56144855700; 23008419000; 57189384059; 35571093800; 57189379515","Identifying student misunderstandings using constructed responses","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","153","156","3","1","10.1145/2876034.2893395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969964560&doi=10.1145%2f2876034.2893395&partnerID=40&md5=6ebeb0bd9569b8dadf77c89c015372e5","Conference paper","Final","","Scopus","2-s2.0-84969964560"
"Staubitz T.; Petrick D.; Bauer M.; Renz J.; Meinel C.","Staubitz, Thomas (56237871000); Petrick, Dominic (55429749500); Bauer, Matthias (56562339300); Renz, Jan (56236876600); Meinel, Christoph (56187776800)","56237871000; 55429749500; 56562339300; 56236876600; 56187776800","Improving the peer assessment experience on MOOC platforms","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","389","398","9","51","10.1145/2876034.2876043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969981786&doi=10.1145%2f2876034.2876043&partnerID=40&md5=d221df3d6b1cc33636b9f054ccb3ade1","Conference paper","Final","","Scopus","2-s2.0-84969981786"
"","","","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","","","344","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018388731&partnerID=40&md5=6be47e76cb11215b4f647e94fd02a23d","Conference review","Final","","Scopus","2-s2.0-85018388731"
"Vishwanath A.; Kumar A.; Kumar N.","Vishwanath, Aditya (57188876373); Kumar, Arkadeep (57189379855); Kumar, Neha (56391668100)","57188876373; 57189379855; 56391668100","Learning about teaching in low-resource Indian contexts","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","305","308","3","4","10.1145/2876034.2893440","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970021700&doi=10.1145%2f2876034.2893440&partnerID=40&md5=5842f7d2ec6f55189c9ef8061cad35b9","Conference paper","Final","","Scopus","2-s2.0-84970021700"
"Doroudi S.; Aleven V.; Brunskill E.","Doroudi, Shayan (57190766981); Aleven, Vincent (6602528401); Brunskill, Emma (15762040900)","57190766981; 6602528401; 15762040900","Robust evaluation matrix towards a more principled offline exploration of instructional policies","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","3","12","9","16","10.1145/3051457.3051463","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018396800&doi=10.1145%2f3051457.3051463&partnerID=40&md5=ace7ca0761f73ec5032e0f6cde194690","Conference paper","Final","","Scopus","2-s2.0-85018396800"
"Head A.; Glassman E.; Soares G.; Suzuki R.; Figueredo L.; D'Antoni L.; Hartmann B.","Head, Andrew (57156107000); Glassman, Elena (23975987900); Soares, Gustavo (36132146800); Suzuki, Ryo (57193575409); Figueredo, Lucas (36162738100); D'Antoni, Loris (52863449200); Hartmann, Björn (15059978800)","57156107000; 23975987900; 36132146800; 57193575409; 36162738100; 52863449200; 15059978800","Writing reusable code feedback at scale with mixed-initiative program synthesis","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","89","98","9","74","10.1145/3051457.3051467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018384491&doi=10.1145%2f3051457.3051467&partnerID=40&md5=619fcab6eeb9b34a9db9501eb3af2e9d","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85018384491"
"Sajjadi M.S.M.; Alamgir M.; Von Luxburg U.","Sajjadi, Mehdi S. M. (57213127778); Alamgir, Morteza (36986771100); Von Luxburg, Ulrike (17436496700)","57213127778; 36986771100; 17436496700","Peer grading in a course on algorithms and data structures: Machine learning algorithms do not improve over simple baselines","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","369","378","9","25","10.1145/2876034.2876036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970024531&doi=10.1145%2f2876034.2876036&partnerID=40&md5=14e83f7d69b808e2f76c975acef3908b","Conference paper","Final","","Scopus","2-s2.0-84970024531"
"Brady K.; Fisher D.; Narasimham G.","Brady, Katherine (56597582100); Fisher, Douglas (7403343284); Narasimham, Gayathri (16643145000)","56597582100; 7403343284; 16643145000","Exploring the effects of lightweight social incentives on learner performance in MOOCs","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","297","300","3","3","10.1145/2876034.2893438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970021385&doi=10.1145%2f2876034.2893438&partnerID=40&md5=7c3c297086fe28940bf2aa9ba9cebab5","Conference paper","Final","","Scopus","2-s2.0-84970021385"
"Cummins S.; Stead A.; Jardine-Wright L.; Davies I.; Beresford A.R.; Rice A.","Cummins, Stephen (56853273800); Stead, Alistair (56318835000); Jardine-Wright, Lisa (36522085300); Davies, Ian (35301574800); Beresford, Alastair R. (7003911565); Rice, Andrew (14036315700)","56853273800; 56318835000; 36522085300; 35301574800; 7003911565; 14036315700","Investigating the use of hints in online problem solving","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","105","108","3","1","10.1145/2876034.2893379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970027485&doi=10.1145%2f2876034.2893379&partnerID=40&md5=9727450df4af7c9c85953e92382472bf","Conference paper","Final","","Scopus","2-s2.0-84970027485"
"Cobos R.; Gil S.; Lareo Á.; Vargas F.A.","Cobos, Ruth (6507633248); Gil, Silvia (57189389417); Lareo, Ángel (57189389562); Vargas, Francisco A. (57189375383)","6507633248; 57189389417; 57189389562; 57189375383","Open-DLAs: An open dashboard for learning analytics","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","265","268","3","22","10.1145/2876034.2893430","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969972736&doi=10.1145%2f2876034.2893430&partnerID=40&md5=eaf630d12739564dfb8d2fbe32d4d55b","Conference paper","Final","","Scopus","2-s2.0-84969972736"
"Offutt J.; Ammann P.; Dobolyi K.; Kauffmann C.; Lester J.; Praphamontripong U.; Rangwala H.; Setia S.; Wang P.; White L.","Offutt, Jeff (55375749200); Ammann, Paul (7007049030); Dobolyi, Kinga (26648094500); Kauffmann, Chris (57194032711); Lester, Jaime (23975966600); Praphamontripong, Upsorn (8304995800); Rangwala, Huzefa (9737265900); Setia, Sanjeev (6701569101); Wang, Pearl (57194030755); White, Liz (57194040509)","55375749200; 7007049030; 26648094500; 57194032711; 23975966600; 8304995800; 9737265900; 6701569101; 57194030755; 57194040509","A novel self-paced model for teaching programming","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","177","180","3","6","10.1145/3051457.3053978","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018377737&doi=10.1145%2f3051457.3053978&partnerID=40&md5=0a20b88131b727074e946cbdf5cc715e","Conference paper","Final","","Scopus","2-s2.0-85018377737"
"Faucon L.; Håklev S.; Hadzilacos T.; Dillenbourg P.","Faucon, Louis (57194028967); Håklev, Stian (35796839400); Hadzilacos, Thanasis (6602396756); Dillenbourg, Pierre (8912010400)","57194028967; 35796839400; 6602396756; 8912010400","Demo of orchestration graph engine: Enabling rich social pedagogical scenarios in MOOCs","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","143","144","1","1","10.1145/3051457.3053968","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018371473&doi=10.1145%2f3051457.3053968&partnerID=40&md5=03e508fb3919c079c8ae6c39428f2041","Conference paper","Final","","Scopus","2-s2.0-85018371473"
"Northcutt C.G.; Leon K.A.; Chen N.","Northcutt, Curtis G. (56598047400); Leon, Kimberly A. (57194037589); Chen, Naichun (57194695081)","56598047400; 57194037589; 57194695081","Comment ranking diversification in forum discussions","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","327","330","3","5","10.1145/3051457.3054016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018369394&doi=10.1145%2f3051457.3054016&partnerID=40&md5=a1c2b23e9c2497ede48e2cdc14e4054a","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85018369394"
"Geigle C.; Zhai C.","Geigle, Chase (55637377400); Zhai, ChengXiang (35232046000)","55637377400; 35232046000","Modeling MOOC student behavior with two-layer hidden markov models","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","205","208","3","32","10.1145/3051457.3053986","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018394851&doi=10.1145%2f3051457.3053986&partnerID=40&md5=36c2529a660cebb54fba33d370557bd9","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85018394851"
"Vie J.-J.; Popineau F.; Tort F.; Marteau B.; Denos N.","Vie, Jill-Jênn (55354364400); Popineau, Fabrice (14042375400); Tort, Françoise (56189611300); Marteau, Benjamin (55512752200); Denos, Nathalie (24070304000)","55354364400; 14042375400; 56189611300; 55512752200; 24070304000","A heuristic method for large-scale cognitive-diagnostic computerized adaptive testing","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","323","326","3","5","10.1145/3051457.3054015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018394455&doi=10.1145%2f3051457.3054015&partnerID=40&md5=fc4da72ecb07135e11b502181ed16fd7","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85018394455"
"Wiese E.S.; Yen M.; Chen A.; Santos L.A.; Fox A.","Wiese, Eliane S. (56335976300); Yen, Michael (57194036933); Chen, Antares (57188817705); Santos, Lucas A. (57194045304); Fox, Armando (35571093800)","56335976300; 57194036933; 57188817705; 57194045304; 35571093800","Teaching students to recognize and implement good coding style","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","41","50","9","22","10.1145/3051457.3051469","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018404269&doi=10.1145%2f3051457.3051469&partnerID=40&md5=4e0c221a0fb67be213f4771d0fd8ad80","Conference paper","Final","","Scopus","2-s2.0-85018404269"
"Rapp C.; Gülbahar Y.","Rapp, Christian (36492194200); Gülbahar, Yasemin (56051357700)","36492194200; 56051357700","E-tutor - Scaling staff development in the area of e-Learning competences","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","327","328","1","1","10.1145/2876034.2893401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969949612&doi=10.1145%2f2876034.2893401&partnerID=40&md5=64b062bc2770e48983ced97b3553ef40","Conference paper","Final","","Scopus","2-s2.0-84969949612"
"Dommeti V.; Selent D.","Dommeti, Vijaya (57195643963); Selent, Douglas (56335563500)","57195643963; 56335563500","Applying and exploring Bayesian hypothesis testing for large scale experimentation in online tutoring systems","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","229","232","3","0","10.1145/3051457.3053992","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018380983&doi=10.1145%2f3051457.3053992&partnerID=40&md5=08b2fe9518894555848ca38acefc7971","Conference paper","Final","","Scopus","2-s2.0-85018380983"
"Teusner R.; Rollmann K.-A.; Renz J.","Teusner, Ralf (55810128500); Rollmann, Kai-Adrian (56159595800); Renz, Jan (56236876600)","55810128500; 56159595800; 56236876600","Taking informed action on student activity in MOOCs","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","149","152","3","6","10.1145/3051457.3053971","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018368986&doi=10.1145%2f3051457.3053971&partnerID=40&md5=bef3f0f706431d5eb895eaff1b946124","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85018368986"
"Van Der Sluis F.; Van Der Zee T.; Ginn J.","Van Der Sluis, Frans (35743909500); Van Der Zee, Tim (57163561300); Ginn, Jasper (57189383661)","35743909500; 57163561300; 57189383661","Learning about learning at scale: Methodological challenges and recommendations","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","131","140","9","16","10.1145/3051457.3051461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018367776&doi=10.1145%2f3051457.3051461&partnerID=40&md5=e9a2b75740d0315c0c6a9b73b85c4159","Conference paper","Final","","Scopus","2-s2.0-85018367776"
"Kim M.C.; Park T.H.; Lee B.; Chhabra S.; Forte A.","Kim, Meen Chul (56227555000); Park, Thomas H. (35273007300); Lee, Brian (16744016300); Chhabra, Sukrit (57189387209); Forte, Andrea (8897973100)","56227555000; 35273007300; 16744016300; 57189387209; 8897973100","A constructionist toolkit for learning elementary web development at scale","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","189","192","3","0","10.1145/2876034.2893411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969988984&doi=10.1145%2f2876034.2893411&partnerID=40&md5=5c2313fdda41aff72bac67f989ed2968","Conference paper","Final","","Scopus","2-s2.0-84969988984"
"","","","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","","","438","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969949574&partnerID=40&md5=e6c576bf08d80bbf25485153f539f214","Conference review","Final","","Scopus","2-s2.0-84969949574"
"Kizilcec R.F.; Pérez-Sanagustín M.; Maldonado J.J.","Kizilcec, René F. (55657281000); Pérez-Sanagustín, Mar (23393559900); Maldonado, Jorge J. (57190294959)","55657281000; 23393559900; 57190294959","Recommending self-regulated learning strategies does not improve performance in a MOOC","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","101","104","3","87","10.1145/2876034.2893378","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970028909&doi=10.1145%2f2876034.2893378&partnerID=40&md5=1c9f76306c66f5b4f55eaa0da521bd49","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84970028909"
"McBride E.; Vitale J.M.; Gogel H.; Martinez M.; Pardos Z.; Linn M.C.","McBride, Elizabeth (56597705000); Vitale, Jonathon M. (55963460800); Gogel, Hannah (56597890400); Martinez, Mario (57213207864); Pardos, Zachary (23091281300); Linn, Marcia C. (7006538185)","56597705000; 55963460800; 56597890400; 57213207864; 23091281300; 7006538185","Predicting student learning using log data from interactive simulations on climate change","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","185","188","3","4","10.1145/2876034.2893410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970024941&doi=10.1145%2f2876034.2893410&partnerID=40&md5=4401bf40e338c50970cdcf876d5f814a","Conference paper","Final","","Scopus","2-s2.0-84970024941"
"Uchidiuno J.; Yarzebinski E.; Ogan A.; Hammer J.; Koedinger K.R.","Uchidiuno, Judith (57189377714); Yarzebinski, Evelyn (40662162300); Ogan, Amy (22433477900); Hammer, Jessica (56597500700); Koedinger, Kenneth R. (6603678234)","57189377714; 40662162300; 22433477900; 56597500700; 6603678234","Browser language preferences as a metric for identifying ESL speakers in MOOCs","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","277","280","3","9","10.1145/2876034.2893433","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970023331&doi=10.1145%2f2876034.2893433&partnerID=40&md5=234c19c756027b1401a1cd63bf618c80","Conference paper","Final","","Scopus","2-s2.0-84970023331"
"Selent D.; Patikorn T.; Heffernan N.","Selent, Douglas (56335563500); Patikorn, Thanaporn (57189378994); Heffernan, Neil (14041775100)","56335563500; 57189378994; 14041775100","ASSIStments dataset from multiple randomized controlled experiments","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","181","184","3","17","10.1145/2876034.2893409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969940792&doi=10.1145%2f2876034.2893409&partnerID=40&md5=6a942eee7d390d262de1ef9437e35e55","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84969940792"
"Reddy S.; Labutov I.; Banerjee S.","Reddy, Siddharth (57189382295); Labutov, Igor (24341027000); Banerjee, Siddhartha (35752984100)","57189382295; 24341027000; 35752984100","A queueing network model for spaced repetition","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","289","292","3","1","10.1145/2876034.2893436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969921456&doi=10.1145%2f2876034.2893436&partnerID=40&md5=cdd3dbb63ab1849d3c3ac9916e31c66e","Conference paper","Final","","Scopus","2-s2.0-84969921456"
"Firssova O.; Brouns F.; Kalz M.","Firssova, Olga (56317667900); Brouns, Francis (8937994200); Kalz, Marco (18437133300)","56317667900; 8937994200; 18437133300","Designing for open learning: Design principles and scalability affordances in practice","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","249","252","3","1","10.1145/2876034.2893426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969931859&doi=10.1145%2f2876034.2893426&partnerID=40&md5=24156bc8ee4f8a18f1ef7a325ebe65a2","Conference paper","Final","","Scopus","2-s2.0-84969931859"
"Swan K.; Day S.; Bogle L.","Swan, Karen (7103410052); Day, Scott (53363531500); Bogle, Leonard (53363309700)","7103410052; 53363531500; 53363309700","Metaphors for learning & MOOC Pedagogies","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","125","128","3","11","10.1145/2876034.2893385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969931619&doi=10.1145%2f2876034.2893385&partnerID=40&md5=da8741a9d889997dd8213818863983c1","Conference paper","Final","","Scopus","2-s2.0-84969931619"
"Papathoma T.; Coe A.; Ferguson R.; Littlejohn A.","Papathoma, Tina (56912388900); Coe, Angela (7004114606); Ferguson, Rebecca (36843894700); Littlejohn, Allison (7005935975)","56912388900; 7004114606; 36843894700; 7005935975","Making the production of learning at scale more open and flexible","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","273","276","3","0","10.1145/2876034.2893432","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969939727&doi=10.1145%2f2876034.2893432&partnerID=40&md5=af7de458d5f1c9a72c54429babb410e0","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84969939727"
"Kelly K.M.; Heffernan N.T.","Kelly, Kim M. (55789657600); Heffernan, Neil T. (14041775100)","55789657600; 14041775100","Optimizing the amount of practice in an on-line learning platform","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","145","148","3","2","10.1145/2876034.2893393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969924780&doi=10.1145%2f2876034.2893393&partnerID=40&md5=59e208845893b37115259855bf671630","Conference paper","Final","","Scopus","2-s2.0-84969924780"
"Reddy S.; Labutov I.; Joachims T.","Reddy, Siddharth (57189382295); Labutov, Igor (24341027000); Joachims, Thorsten (6602804136)","57189382295; 24341027000; 6602804136","Learning Student and content embeddings for personalized lesson sequence recommendation","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","93","96","3","11","10.1145/2876034.2893375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969930800&doi=10.1145%2f2876034.2893375&partnerID=40&md5=b0d8b1361a6486668ee7d3db10d2cb0e","Conference paper","Final","","Scopus","2-s2.0-84969930800"
"Uchidiuno J.; Ogan A.; Yarzebinski E.; Hammer J.","Uchidiuno, Judith (57189377714); Ogan, Amy (22433477900); Yarzebinski, Evelyn (40662162300); Hammer, Jessica (56597500700)","57189377714; 22433477900; 40662162300; 56597500700","Understanding ESL students' motivations to increase MOOC accessibility","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","169","172","3","14","10.1145/2876034.2893398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969931858&doi=10.1145%2f2876034.2893398&partnerID=40&md5=a642cea9817af612402bc6a5e1ff1a50","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84969931858"
"Joyner D.","Joyner, David (35183234600)","35183234600","Expert evaluation of 300 projects per day","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","121","124","3","2","10.1145/2876034.2893384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969931612&doi=10.1145%2f2876034.2893384&partnerID=40&md5=78451bfb1cd5f9381cba75b58be417de","Conference paper","Final","","Scopus","2-s2.0-84969931612"
"Joyner D.A.; Ashby W.; Irish L.; Lam Y.; Langston J.; Lupiani I.; Lustig M.; Pettoruto P.; Sheahen D.; Smiley A.; Bruckman A.; Goel A.","Joyner, David A. (35183234600); Ashby, Wade (57189382578); Irish, Liam (57189387585); Lam, Yeeling (57189383346); Langston, Jacob (57189390817); Lupiani, Isabel (57189390671); Lustig, Mike (57189385297); Pettoruto, Paige (57189374946); Sheahen, Dana (57189377884); Smiley, Angela (57189381108); Bruckman, Amy (6602815446); Goel, Ashok (7201830074)","35183234600; 57189382578; 57189387585; 57189383346; 57189390817; 57189390671; 57189385297; 57189374946; 57189377884; 57189381108; 6602815446; 7201830074","Graders as meta-reviewers: Simultaneously scaling and improving expert evaluation for large online classrooms","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","399","408","9","14","10.1145/2876034.2876044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969930743&doi=10.1145%2f2876034.2876044&partnerID=40&md5=ecbfda0a1a44620c0ab8bdc149ecc43e","Conference paper","Final","","Scopus","2-s2.0-84969930743"
"DeBoer J.; Breslow L.","DeBoer, Jennifer (54973771000); Breslow, Lori (22633386500)","54973771000; 22633386500","Work in progress: Student behaviors using feedback in a blended physics undergraduate classroom","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","229","232","3","0","10.1145/2876034.2893421","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969941397&doi=10.1145%2f2876034.2893421&partnerID=40&md5=f67630721b2066aa955cf8f740dcb15e","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84969941397"
