eid,orcid,surname,initials,givenname,affiliation,documents,affiliation_id,city,country,areas,au_id
9-s2.0-6603678234,,Koedinger,K.R.,Kenneth R.,Carnegie Mellon University,332,60027950,Pittsburgh,United States,COMP (452); MATH (104); SOCI (99),6603678234
9-s2.0-7003266859,,Rosson,M.B.,Mary Beth,Pennsylvania State University,305,60001439,University Park,United States,COMP (495); SOCI (80); ENGI (75),7003266859
9-s2.0-7007021839,0000-0002-0024-5847,Karger,D.R.,David R.,Massachusetts Institute of Technology,253,60022195,Cambridge,United States,COMP (426); MATH (90); ENGI (54),7007021839
9-s2.0-7406514710,,Mitchell,J.C.,John C.,Stanford University,237,60012708,Palo Alto,United States,COMP (306); MATH (81); ENGI (61),7406514710
9-s2.0-56242668800,0000-0002-9847-7784,Ma,X.,Xiaojuan,Hong Kong University of Science and Technology,196,60008592,Hong Kong,Hong Kong,COMP (453); SOCI (52); ENGI (36),56242668800
9-s2.0-36867775200,,West,M.,Matthew,University of Illinois Urbana-Champaign,152,60000745,Urbana,United States,COMP (86); ENGI (75); MATH (65),36867775200
9-s2.0-9270541300,0000-0002-1114-2819,Asensio-Pérez,J.I.,Juan I.,Universidad de Valladolid,146,60024695,Valladolid,Spain,COMP (179); SOCI (79); MATH (30),9270541300
9-s2.0-7005219969,0000-0003-1180-682X,Scanlon,E.,Eileen,The Open University,138,60012113,Milton Keynes,United Kingdom,SOCI (130); COMP (91); MATH (14),7005219969
9-s2.0-6507192872,0000-0002-8825-0412,Bote-Lorenzo,M.L.,Miguel L.,Universidad de Valladolid,102,60024695,Valladolid,Spain,COMP (145); SOCI (34); MATH (27),6507192872
9-s2.0-55983407600,0000-0002-1446-889X,Xing,W.,Wanli,University of Florida,100,60013959,Gainesville,United States,COMP (110); SOCI (70); PSYC (11),55983407600
9-s2.0-6602243123,,Zilles,C.B.,Craig B.,University of Illinois Urbana-Champaign,94,60000745,Urbana,United States,COMP (114); SOCI (41); ENGI (21),6602243123
9-s2.0-23393086500,,Leite,W.L.,Walter Lana,University of Florida,93,60013959,Gainesville,United States,SOCI (73); PSYC (65); MATH (43),23393086500
9-s2.0-57204538687,,Garcia,D.D.,Daniel D.,"University of California, Berkeley",86,60025038,Berkeley,United States,COMP (97); SOCI (56); ENGI (7),57204538687
9-s2.0-6603705526,,Facciotti,M.T.,Marc T.,"University of California, Davis",66,60014439,Davis,United States,BIOC (92); COMP (32); MEDI (31),6603705526
9-s2.0-55496964900,,Singh,R.,Rishabh,Google LLC,66,60006191,Mountain View,United States,COMP (97); SOCI (20); MATH (14),55496964900
9-s2.0-37111011800,,Herodotou,C.,Christothea,The Open University,66,60012113,Milton Keynes,United Kingdom,COMP (64); SOCI (51); ENVI (7),37111011800
9-s2.0-55663517700,0000-0002-6916-9213,Vega-Gorgojo,G.,Guillermo,Universidad de Valladolid,63,60024695,Valladolid,Spain,COMP (82); SOCI (20); MATH (14),55663517700
9-s2.0-55892530500,,Zhang,A.X.,Amy X.,University of Washington,53,60015481,Seattle,United States,COMP (125); SOCI (13); ENGI (2),55892530500
9-s2.0-55142243300,,Piech,C.,Chris,Stanford University,48,60012708,Palo Alto,United States,COMP (80); SOCI (19); PSYC (4),55142243300
9-s2.0-6701471749,,Igo,M.M.,Michèle M.,"University of California, Davis",30,60014439,Davis,United States,IMMU (27); COMP (17); BIOC (13),6701471749
9-s2.0-57208421439,,Li,C.,Chenglu,University of Florida,30,60013959,Gainesville,United States,COMP (37); SOCI (20); ENGI (6),57208421439
9-s2.0-56893094500,,Carter,R.A.,Richard Allen,University of Wyoming,29,60008827,Laramie,United States,SOCI (29); COMP (14); PSYC (8),56893094500
9-s2.0-55314411800,,Balyan,R.,Renu,SUNY Old Westbury,27,60009812,Old Westbury,United States,COMP (25); SOCI (13); MEDI (11),55314411800
9-s2.0-23492963300,0000-0003-3084-5189,MacLellan,C.J.,Christopher J.,Georgia Institute of Technology,27,60019647,Atlanta,United States,COMP (39); ENGI (4); MATH (4),23492963300
9-s2.0-57209368772,,Shin,J.,Jinnie,University of Florida,19,60013959,Gainesville,United States,SOCI (13); PSYC (9); COMP (9),57209368772
9-s2.0-56534256300,,Banawan,M.P.,Michelle P.,Asian Institute of Management,18,129832102,Mandaluyong,Philippines,COMP (40); SOCI (14); ENGI (1),56534256300
9-s2.0-55875818700,,Robertson,D.A.,Dana A.,Virginia Polytechnic Institute and State University,18,60027090,Blacksburg,United States,SOCI (21); ARTS (6); MEDI (5),55875818700
9-s2.0-57205283169,,Ul Haq,E.,Ehsan,Hong Kong University of Science and Technology,16,60008592,Hong Kong,Hong Kong,COMP (33); SOCI (8); DECI (4),57205283169
9-s2.0-57001542000,,Wang,K.,Ke,Visa Inc.,14,60095780,San Francisco,United States,COMP (21); ENGI (4); SOCI (3),57001542000
9-s2.0-57194035737,,Chen,B.,Binglin,University of Illinois Urbana-Champaign,13,60000745,Urbana,United States,COMP (20); SOCI (8); MATH (2),57194035737
9-s2.0-36710817100,0000-0002-4647-4282,Wiltrout,M.E.,Mary Ellen,Massachusetts Institute of Technology,13,60022195,Cambridge,United States,COMP (15); SOCI (7); BIOC (6),36710817100
9-s2.0-57213149571,,Hunt,T.L.,Tiffany L.,University of Wyoming,12,60008827,Laramie,United States,SOCI (11); COMP (5); PSYC (4),57213149571
9-s2.0-57189075337,,Adeniran,A.,Adetunji,Carnegie Mellon University,12,60027950,Pittsburgh,United States,COMP (17); MATH (6); ENGI (2),57189075337
9-s2.0-57391369900,,Gupta,S.,Shivang,Carnegie Mellon University,6,60027950,Pittsburgh,United States,COMP (11); MATH (3); ENGI (1),57391369900
9-s2.0-57224625901,,Charitsis,C.,Charis,Stanford University,6,60012708,Palo Alto,United States,COMP (12); SOCI (2),57224625901
9-s2.0-57223128215,,Hadi Mogavi,R.,Reza,Hong Kong University of Science and Technology,6,60008592,Hong Kong,Hong Kong,COMP (12); SOCI (3),57223128215
9-s2.0-57219053429,0000-0001-5121-0786,García-Zarza,P.,Pablo,Universidad de Valladolid,6,60024695,Valladolid,Spain,COMP (11); MATH (3); SOCI (2),57219053429
9-s2.0-57747321600,,Robins,A.,Andey,University of Wyoming,3,60008827,Laramie,United States,COMP (3); ENGI (2),57747321600
9-s2.0-57574710200,,Zhang,Y.,Yuanhao,Hong Kong University of Science and Technology,3,60008592,Hong Kong,Hong Kong,COMP (7); SOCI (1),57574710200
9-s2.0-58446967400,,Robert,J.,Jenay,Educause,1,116987879,Washington,United States,COMP (2),58446967400
9-s2.0-58376758800,,Zhang,Q.,Qiao,Drexel University,1,60014662,Philadelphia,United States,COMP (2),58376758800
9-s2.0-57748294000,,Li,X.V.,Xiaotian Vivian,Pennsylvania State University,1,60001439,University Park,United States,COMP (2),57748294000
9-s2.0-57574366100,,Guo,B.,Bingcan,Hong Kong University of Science and Technology,1,60008592,Hong Kong,Hong Kong,COMP (2),57574366100
9-s2.0-57194044497,,Lin,B.,Benjamin,Microsoft Corporation,1,60026532,Redmond,United States,COMP (3); SOCI (1),57194044497
9-s2.0-57194043854,,Rettig,B.,Bjorn,Microsoft Corporation,1,60026532,Redmond,United States,COMP (3); SOCI (1),57194043854
9-s2.0-57194043802,,Pardi,P.,Paul,Microsoft Corporation,1,60026532,Redmond,United States,COMP (3); SOCI (1),57194043802
9-s2.0-57194040383,,Riley,C.,Ceri,Massachusetts Institute of Technology,1,60022195,Cambridge,United States,COMP (3); SOCI (1),57194040383
9-s2.0-57194034922,,Thornton,S.,Sera,Massachusetts Institute of Technology,1,60022195,Cambridge,United States,COMP (3); SOCI (1),57194034922
9-s2.0-35232046000,,Zhai,C.,Chengxiang,University of Illinois Urbana-Champaign,373,60000745,Urbana,United States,COMP (522); SOCI (57); BUSI (54),35232046000
9-s2.0-14053463100,0000-0001-8856-4617,D’Mello,S.K.,Sidney K.,University of Colorado Boulder,303,60000221,Boulder,United States,COMP (388); PSYC (97); SOCI (71),14053463100
9-s2.0-8912010400,,Dillenbourg,P.,Pierre,Ecole Polytechnique Fédérale de Lausanne,278,60028186,Lausanne,Switzerland,COMP (429); SOCI (117); ENGI (63),8912010400
9-s2.0-6701747952,,Michailidis,G.C.,George C.,University of Florida,273,60013959,Gainesville,United States,MATH (225); COMP (194); BIOC (97),6701747952
9-s2.0-7005959715,,Dow,S.P.,Steven P.,"University of California, San Diego",135,60030612,San Diego,United States,COMP (290); SOCI (17); ENGI (13),7005959715
9-s2.0-15050959300,0000-0002-4371-7701,Ochoa,X.,Xavier,New York University,99,60021784,New York,United States,COMP (177); SOCI (53); ENGI (13),15050959300
9-s2.0-7403213861,0000-0001-8794-8651,Davis,K.,Katie,University of Washington,59,118524176,Pullman,United States,COMP (61); SOCI (44); PSYC (12),7403213861
9-s2.0-6602396756,,Hadzilacos,T.,Thanasis,Open University of Cyprus,56,60108559,Nicosia,Cyprus,COMP (75); SOCI (20); ENGI (13),6602396756
9-s2.0-8945106100,,Alexandron,G.,Giora,Weizmann Institute of Science Israel,39,60017563,Rehovot,Israel,COMP (54); SOCI (21); MATH (7),8945106100
9-s2.0-7801322507,0000-0002-3664-6490,Karkare,A.,Amey,Indian Institute of Technology Kanpur,37,60021988,Kanpur,India,COMP (57); SOCI (6); BUSI (6),7801322507
9-s2.0-37035732200,0000-0002-6840-7718,Gamage,D.,Dilrukshi,Tokyo Institute of Technology,33,60031126,Tokyo,Japan,COMP (75); SOCI (11); ENGI (5),37035732200
9-s2.0-35796839400,0000-0002-2632-8448,Håklev,S.,Stian,Minerva Project,24,113725028,San Francisco,United States,COMP (25); SOCI (16); MATH (4),35796839400
9-s2.0-57189242354,0000-0003-3483-0451,Shen,Z.,Zuchao,University of Florida,16,60013959,Gainesville,United States,SOCI (15); PSYC (8); MEDI (4),57189242354
9-s2.0-55637377400,,Geigle,C.,Chase,University of Illinois Urbana-Champaign,16,60000745,Urbana,United States,COMP (34); SOCI (8); ARTS (2),55637377400
9-s2.0-57199839343,,Xiong,X.,Xiaolu,Worcester Polytechnic Institute,13,60011410,Worcester,United States,COMP (26); SOCI (5); MATH (2),57199839343
9-s2.0-15849923300,,Yen,Y.C.G.,Yu Chun Grace,"University of California, San Diego",11,60030612,San Diego,United States,COMP (20); MATH (4); ENGI (2),15849923300
9-s2.0-57224527145,,Kuang,H.,Huan,University of Florida,10,60013959,Gainesville,United States,COMP (10); SOCI (6); MATH (3),57224527145
9-s2.0-57194028967,,Faucon,L.P.,Louis P.,Ecole Polytechnique Fédérale de Lausanne,9,60028186,Lausanne,Switzerland,COMP (16); SOCI (6); ENGI (2),57194028967
9-s2.0-8986671900,0000-0002-7176-3553,Porter,G.W.,Gavin W.,Harvard Medical School,8,60002746,Boston,United States,BIOC (3); SOCI (3); COMP (2),8986671900
9-s2.0-57194033401,,Boughoula,A.,Assma,University of Illiois Urbana-Champaign,8,124227873,Champaign,United States,COMP (21); SOCI (4),57194033401
9-s2.0-57194028898,,Zhao,S.,Siyuan,Worcester Polytechnic Institute,5,60011410,Worcester,United States,COMP (11); SOCI (2),57194028898
9-s2.0-57486252700,,Chakraborty,N.,Nilanjana,University of Pennsylvania,4,60006297,Philadelphia,United States,COMP (6); DECI (1); MATH (1),57486252700
9-s2.0-57484057200,,McMahon,C.,Connor,"University of California, Berkeley",4,60025038,Berkeley,United States,COMP (6); SOCI (2),57484057200
9-s2.0-57224642578,,Williamson,K.,Kimberly,Cornell University,4,60007776,Ithaca,United States,COMP (9); MATH (1),57224642578
9-s2.0-57194036370,,Liu,L.Y.,Larry Y.,Stanford University,3,60012708,Palo Alto,United States,COMP (5); ENVI (1); SOCI (1),57194036370
9-s2.0-57748933400,,Garcia,Y.,Yuan,Mills High School,2,128232731,Millbrae,United States,COMP (4),57748933400
9-s2.0-57747666600,,Nakai,K.,Kendall,Microsoft Corporation,2,60026532,Redmond,United States,COMP (6),57747666600
9-s2.0-57214481793,,Agarwal,N.,Nimisha,Indian Institute of Technology Kanpur,2,60021988,Kanpur,India,COMP (6),57214481793
9-s2.0-57194036986,,Wang,L.,Lisa,Stanford University,2,60012708,Palo Alto,United States,COMP (5); SOCI (1),57194036986
9-s2.0-57194035240,,Sy,A.,Angela,Stanford University,2,60012708,Palo Alto,United States,COMP (5); SOCI (1),57194035240
9-s2.0-57748640700,,Perach,S.,Shai,Weizmann Institute of Science Israel,1,60017563,Rehovot,Israel,COMP (2),57748640700
9-s2.0-57194041435,,Zhang,Y.,Yaqiong,Worcester Polytechnic Institute,1,60011410,Worcester,United States,COMP (3); SOCI (1),57194041435
9-s2.0-35580714600,,Baraniuk,R.G.,Richard G.,Rice University,521,60005286,Houston,United States,COMP (702); ENGI (349); MATH (133),35580714600
9-s2.0-7402034833,0000-0001-5189-337X,Carroll,J.M.,John M.,Pennsylvania State University,476,60001439,University Park,United States,COMP (777); SOCI (165); ENGI (116),7402034833
9-s2.0-8967971100,,Baker,R.S.J.D.,Ryan Shaun Joazeiro D.,University of Pennsylvania,339,60006297,Philadelphia,United States,COMP (499); SOCI (118); MATH (99),8967971100
9-s2.0-7005049755,,McCaffrey,D.F.,Daniel F.,Educational Testing Service,172,60009019,Princeton,United States,MEDI (129); SOCI (95); PSYC (75),7005049755
9-s2.0-54783210900,0000-0001-5660-248X,Perera,I.,Indika,University of Moratuwa,162,60071105,Moratuwa,Sri Lanka,COMP (291); ENGI (125); SOCI (55),54783210900
9-s2.0-6603548311,0000-0003-2219-0506,Roschelle,J.M.,Jeremy M.,Digital Promise,112,120491454,San Mateo,United States,COMP (93); SOCI (81); PSYC (17),6603548311
9-s2.0-56159570600,,Williams,J.J.,Joseph Jay,National University of Singapore,112,60017161,Singapore City,Singapore,COMP (193); SOCI (35); PSYC (19),56159570600
9-s2.0-24723328900,,Szabo,C.M.,Claudia M.,The University of Adelaide,109,60009512,Adelaide,Australia,COMP (144); MATH (45); SOCI (25),24723328900
9-s2.0-14631557200,,Falkner,N.J.G.,Nickolas J.G.,The University of Adelaide,91,60009512,Adelaide,Australia,COMP (150); SOCI (32); ENGI (17),14631557200
9-s2.0-35213363500,,Madnani,N.,Nitin,Educational Testing Service,84,60009019,Princeton,United States,COMP (132); SOCI (63); ARTS (41),35213363500
9-s2.0-7003578768,,Bursteín,J.C.,Jill C.,Duolingo,76,113606571,Pittsburgh,United States,COMP (71); SOCI (59); ARTS (27),7003578768
9-s2.0-8987398200,0000-0001-7295-9059,Roll,I.,Ido,Technion - Israel Institute of Technology,73,60022403,Haifa,Israel,COMP (76); SOCI (35); MATH (25),8987398200
9-s2.0-14063952500,0000-0002-0292-2039,Sabatini,J.P.,John P.,University of Memphis,72,60028599,Memphis,United States,SOCI (73); PSYC (46); COMP (33),14063952500
9-s2.0-57193883534,0000-0003-1989-6057,Marras,M.,Mirko,Università degli Studi di Cagliari,68,60032259,Cagliari,Italy,COMP (119); MATH (21); ENGI (8),57193883534
9-s2.0-35732151500,,Ritter,S.N.,Steven N.,Carnegie Institute,64,126173372,Carnegie,United States,COMP (90); MATH (18); SOCI (11),35732151500
9-s2.0-57193199650,,Sales,A.C.,Adam C.,Worcester Polytechnic Institute,42,60011410,Worcester,United States,COMP (26); SOCI (21); MEDI (16),57193199650
9-s2.0-36617843000,0000-0003-2329-7831,Lomas,J.D.,James Derek,Delft University of Technology,41,60006288,Delft,Netherlands,COMP (74); MEDI (7); ENGI (7),36617843000
9-s2.0-57212566440,,Nguyen,H.A.,Huy Anh,Carnegie Mellon University,37,60027950,Pittsburgh,United States,COMP (57); MATH (14); SOCI (13),57212566440
9-s2.0-56277973900,0000-0001-9188-0362,Tsai,C.,Chunhua,University of Nebraska Omaha,37,60018988,Omaha,United States,COMP (74); SOCI (11); ENGI (5),56277973900
9-s2.0-55255570700,,Käser,T.,Tanja,EPFL,37,126034670,Ecublens,Switzerland,COMP (58); SOCI (9); MATH (9),55255570700
9-s2.0-26430745000,0000-0002-4538-4883,Fernando,M.S.D.D.,M. S. D D.,University of Moratuwa,37,60071105,Moratuwa,Sri Lanka,COMP (61); ENGI (16); SOCI (12),26430745000
9-s2.0-35767508100,,Bicknell,K.,Klinton,Duolingo,34,113606571,Pittsburgh,United States,COMP (31); PSYC (20); ARTS (19),35767508100
9-s2.0-8689592000,,Motz,B.A.,Benjamin A.,Indiana University Bloomington,30,60021121,Bloomington,United States,COMP (26); PSYC (24); NEUR (13),8689592000
9-s2.0-57190766981,0000-0002-0602-1406,Doroudi,S.,Shayan,"University of California, Irvine",26,60007278,Irvine,United States,COMP (35); SOCI (10); MATH (4),57190766981
9-s2.0-57191996823,0000-0002-6395-7833,Whiting,M.E.,Mark E.,School of Engineering and Applied Science,17,60102562,Philadelphia,United States,COMP (29); PSYC (7); SOCI (7),57191996823
9-s2.0-57211969221,,Prihar,E.B.,Ethan B.,Worcester Polytechnic Institute,12,60011410,Worcester,United States,COMP (19); MATH (6); ENGI (1),57211969221
9-s2.0-56568209400,0000-0002-0597-3528,Basu Mallick,D.,Debshila,Rice University,10,60005286,Houston,United States,COMP (10); NEUR (3); PSYC (3),56568209400
9-s2.0-57747961800,,Haim,A.,Aaron,Worcester Polytechnic Institute,8,60011410,Worcester,United States,COMP (16); MATH (2),57747961800
9-s2.0-57194037853,,Perez,S.,Sarah,Iowa State University,7,60004354,Ames,United States,COMP (7); SOCI (4); MATH (3),57194037853
9-s2.0-56024878700,,Fratamico,L.,Lauren,"Twitter, Inc.",7,60108992,San Francisco,United States,COMP (11); SOCI (4); MATH (1),56024878700
9-s2.0-57350282300,,Swamy,V.,Vinitra,EPFL,6,127587635,Lauzanne,Switzerland,COMP (12); MATH (2); SOCI (1),57350282300
9-s2.0-57226000310,,Li,N.,Na,Pennsylvania State University,5,60001439,University Park,United States,COMP (12); ENGI (2); SOCI (1),57226000310
9-s2.0-57221149159,,Singh,A.,Anjali,"University of Michigan, Ann Arbor",5,60025778,Ann Arbor,United States,COMP (9); SOCI (2); MATH (1),57221149159
9-s2.0-57226338595,,Martello,E.,Enrico,University of Birmingham,4,60019702,Birmingham,United Kingdom,PHYS (4); COMP (2); MEDI (1),57226338595
9-s2.0-57194035968,,Dreier,K.,Kelsey,Educational Testing Service,4,60009019,Princeton,United States,PSYC (4); SOCI (4); COMP (3),57194035968
9-s2.0-57188768950,,Rajapakshe,T.,Thejan,University of Southern Queensland,3,60020321,Toowoomba,Australia,COMP (10); SOCI (1),57188768950
9-s2.0-56601312700,,Biggers,K.,Kietha,Educational Testing Service,3,60009019,Princeton,United States,COMP (6); SOCI (3); ARTS (1),56601312700
9-s2.0-55349433500,,Thilakarathne,H.,Haritha,Stanford University,3,60012708,Palo Alto,United States,COMP (10); SOCI (1),55349433500
9-s2.0-57222092705,,Serpi,A.,Alex,Pennsylvania State University,2,60001439,University Park,United States,COMP (4); ENGI (2); SOCI (1),57222092705
9-s2.0-57748302200,,Romera Rodriguez,G.,Guillermo,Pennsylvania State University,1,60001439,University Park,United States,COMP (2),57748302200
9-s2.0-57747007200,,Bhatt,P.,Parth,Pennsylvania State University,1,60001439,University Park,United States,COMP (2),57747007200
9-s2.0-57746686400,,Xu,Y.,Yuqiao,"University of Michigan, Ann Arbor",1,60025778,Ann Arbor,United States,COMP (2),57746686400
9-s2.0-7405248281,,Moore,J.D.,Johanna D.,The University of Edinburgh,155,60027272,Edinburgh,United Kingdom,COMP (232); SOCI (72); ARTS (54),7405248281
9-s2.0-7004182688,0000-0003-0309-4332,Falkner,K.E.,Katrina Elizabeth,The University of Adelaide,123,60009512,Adelaide,Australia,COMP (205); SOCI (53); MATH (19),7004182688
9-s2.0-18134021100,0000-0002-6189-6424,Lei,C.U.,Chi-Un Un,The University of Hong Kong,106,60006541,Hong Kong,Hong Kong,COMP (97); ENGI (69); SOCI (34),18134021100
9-s2.0-7403532386,,Beck,J.E.,Joseph E.,Worcester Polytechnic Institute,103,60011410,Worcester,United States,COMP (136); MATH (48); SOCI (13),7403532386
9-s2.0-23091281300,,Pardos,Z.A.,Zachary A.,"University of California, Berkeley",93,60025038,Berkeley,United States,COMP (151); SOCI (21); MATH (20),23091281300
9-s2.0-12446550300,,Tingley,D.H.,Dustin H.,Harvard University,88,60009982,Cambridge,United States,SOCI (108); COMP (35); PSYC (17),12446550300
9-s2.0-55837206800,0000-0001-6999-3547,Joksimović,S.,Srećko,University of South Australia,78,60031846,Adelaide,Australia,COMP (137); SOCI (45); ENGI (6),55837206800
9-s2.0-39361826000,0000-0001-6348-4127,Kim,J.,Juho,Korea Advanced Institute of Science and Technology,70,60032144,Daejeon,South Korea,COMP (172); SOCI (14); ENGI (1),39361826000
9-s2.0-55096902400,,Kovanovíc,V.,Vitomir,University of South Australia,69,60031846,Adelaide,Australia,COMP (119); SOCI (41); ENGI (6),55096902400
9-s2.0-55920072000,0000-0002-8280-0348,Yudelson,M.V.,Michael V.,Carnegie Mellon University,63,60027950,Pittsburgh,United States,COMP (84); MATH (16); SOCI (12),55920072000
9-s2.0-14066713400,,Varma,S.,Sashank,Georgia Institute of Technology,43,60019647,Atlanta,United States,PSYC (33); SOCI (22); COMP (15),14066713400
9-s2.0-35261668200,,Dowell,N.M.M.,Nia M.M.,"University of California, Irvine",39,60007278,Irvine,United States,COMP (54); SOCI (18); PSYC (11),35261668200
9-s2.0-37662375700,,Tutwiler,M.S.,Michael Shane,The University of Rhode Island,33,60010806,Kingston,United States,SOCI (29); COMP (14); PSYC (9),37662375700
9-s2.0-55802499900,0000-0002-7657-3089,Stewart,B.M.,Brandon M.,Princeton University,29,60003269,Princeton,United States,SOCI (30); COMP (20); MEDI (3),55802499900
9-s2.0-56988397200,,Peterson,J.C.,Joshua C.,Princeton University,28,60003269,Princeton,United States,COMP (49); NEUR (16); PSYC (6),56988397200
9-s2.0-25640587600,0000-0002-1152-3443,Farrow,E.,Elaine,The University of Edinburgh,26,60027272,Edinburgh,United Kingdom,COMP (50); SOCI (10); MATH (6),25640587600
9-s2.0-36741749900,0000-0002-9963-4155,Kay,J.S.,Jennifer S.,Rowan University,24,60016602,Glassboro,United States,COMP (36); ENGI (11); SOCI (9),36741749900
9-s2.0-56050906500,0000-0001-9444-8356,Gonda,D.E.,Donn Emmanuel,The University of Hong Kong,20,60006541,Hong Kong,Hong Kong,COMP (29); SOCI (19); ENGI (17),56050906500
9-s2.0-57190018738,,Yeomans,M.,Michael,Imperial College Business School,18,60116484,London,United Kingdom,COMP (12); SOCI (9); PSYC (9),57190018738
9-s2.0-57203392525,0000-0002-2375-3537,Yu,R.,Renzhe,Columbia University,17,60030162,New York,United States,COMP (24); SOCI (9); PSYC (2),57203392525
9-s2.0-57215307959,0000-0002-7346-2332,Carlon,M.K.J.,May Kristine Jonson,Tokyo Institute of Technology,15,60031126,Tokyo,Japan,COMP (17); SOCI (14); ENGI (4),57215307959
9-s2.0-57193276567,,Cheng,H.,Haofei,Carnegie Mellon University,15,60027950,Pittsburgh,United States,COMP (40); SOCI (5); MATH (1),57193276567
9-s2.0-57188817517,,Zhao,Q.,Qian,Bloomberg L.P.,14,60098440,New York,United States,COMP (33); ENGI (4); SOCI (1),57188817517
9-s2.0-57193546914,,Yu,B.,Bowen,University of Minnesota Twin Cities,12,60029445,Minneapolis,United States,COMP (33); SOCI (5),57193546914
9-s2.0-57290974900,,Andrews,E.M.,Eden Mariquit,Tokyo Institute of Technology,10,60031126,Tokyo,Japan,ENGI (8); ENVI (7); COMP (3),57290974900
9-s2.0-57194029646,,Kindel,A.T.,Alexander T.,Princeton University,8,60003269,Princeton,United States,COMP (6); SOCI (5); ARTS (1),57194029646
9-s2.0-56736849000,,Deitrick,E.,Elise,Codio,8,125950427,Cambridge,United States,COMP (11); SOCI (7),56736849000
9-s2.0-57188817798,,Dang,S.,Steven,Lexia Learning,7,106715741,Concord,United States,COMP (18); SOCI (2),57188817798
9-s2.0-57280427400,0000-0002-7028-3291,Gayed,J.M.,John Maurice,Tokyo Institute of Technology,6,60031126,Tokyo,Japan,COMP (9); SOCI (6); ENGI (2),57280427400
9-s2.0-56145020700,,Tang,S.,Steven,"University of California, Berkeley",5,60025038,Berkeley,United States,COMP (12); SOCI (3),56145020700
9-s2.0-55734526400,,Wan,H.,Hao,Worcester Polytechnic Institute,5,60011410,Worcester,United States,COMP (7); MATH (3); SOCI (2),55734526400
9-s2.0-57223820407,0000-0002-6795-1674,Zhao,Y.,Yankun,Hong Kong University of Science and Technology,4,60008592,Hong Kong,Hong Kong,COMP (9); ENGI (1),57223820407
